,id,example,lables,label
1166570659285278720_twitter,1166570659285278720_twitter,<user> bataclan wasnt for protecting jews was for what happened in russia,['normal'],normal
1179093199446577153_twitter,1179093199446577153_twitter,help a black lady i know had a white person plaster on her face we were chatting about it are there really no plasters for brown or black skin tone people,['normal'],normal
1178758216383107074_twitter,1178758216383107074_twitter,<user> you fucking nigger,['hatespeech'],hatespeech
3862208_gab,3862208_gab,also you have plenty of company more and more each day since just about every mexican and moslem feels the same way you do so no loneliness for you awesome,"['hatespeech', 'normal']",hatespeech
17343370_gab,17343370_gab,go fuck your goat as your islamic pedophile blood brother btw yids are not a race either btw schizophrenia really hitting your incest brain no one said muzzies are a race,['hatespeech'],hatespeech
1179071818617049091_twitter,1179071818617049091_twitter,i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i,"['hatespeech', 'offensive']",hatespeech
14656329_gab,14656329_gab,bbc news this man is wanted by the police for ripping the hijab off a young moslem woman he also screamed racist abuse at her before running off laughing,['normal'],normal
1116934108117176320_twitter,1116934108117176320_twitter,kenny telling facts tho a lot of hoes really want to be gangstas out here just pay attention to her music choices,"['normal', 'offensive']",normal
8115064_gab,8115064_gab,moderate muzrat says take it in the ass,['hatespeech'],hatespeech
2790036_gab,2790036_gab,<user> call them faggots and send them pictures of muhammad,['offensive'],offensive
1122009908021305350_twitter,1122009908021305350_twitter,<user> <user> no thanks i don ’ t support homophobic and racist trump supporters,"['normal', 'offensive']",offensive
1178782596064407552_twitter,1178782596064407552_twitter,ching chong vibration,"['hatespeech', 'normal']",hatespeech
1178705120470548480_twitter,1178705120470548480_twitter,justin looking mighty fine in his white polo shirt,['normal'],normal
1081573659137830912_twitter,1081573659137830912_twitter,<user> best drama wanna defeat me bitches lovely bitches sorry but old kry cant come to the fucking phone right now,['offensive'],offensive
1103169996195352576_twitter,1103169996195352576_twitter,shoutout to all the selfless young women that used to show us they titties on oovoo back in the day you are appreciated,['normal'],normal
1196962774808707072_twitter,1196962774808707072_twitter,<user> i didnt lose my shit over <number> guards being arrested you bum fuck racoon retard you sure showed me,"['normal', 'offensive']",offensive
1177591117862330368_twitter,1177591117862330368_twitter,<user> she was screaming nigger and that she wish she could kill all the niggers in public at a cvs bitch,['hatespeech'],hatespeech
1105884352616058883_twitter,1105884352616058883_twitter,i ’ m happy i came up around whites imagine being raised in the ghetto,"['normal', 'offensive']",offensive
19739987_gab,19739987_gab,flipping channels hit on this wwe wtf is this like gay soft porn,"['normal', 'offensive']",offensive
1215555285571342337_twitter,1215555285571342337_twitter,<user> terrorist protesters all are bangladeshi muslims,"['hatespeech', 'offensive']",offensive
4770465_gab,4770465_gab,be honest and speakfreely gabfam is there anyone here part of the altright that has a problem with me or others for being of other races and orientations despite being sympathetic to your cause and being fellow white rights advocates i do not get offended easily genuinely curious gab maga,"['normal', 'offensive']",offensive
1178985321029083137_twitter,1178985321029083137_twitter,the dog ate my homework i did not do it everyone lying but me he started it she is not good lookin enough to rape presidency,['normal'],normal
1179103951976882179_twitter,1179103951976882179_twitter,washed my all white vans for my holiday they have gone yellow lol i want to cry,['normal'],normal
1178778492139458560_twitter,1178778492139458560_twitter,why when people see a fist they feel the need to rape a handshake,"['normal', 'offensive']",normal
15554540_gab,15554540_gab,your memes are shit you can only call someone a kike and that it,"['hatespeech', 'offensive']",hatespeech
1185336994576158722_twitter,1185336994576158722_twitter,<user> is home of pho bic honda civic tour,['normal'],normal
1143529137019281408_twitter,1143529137019281408_twitter,shop trendzset for u latest styling shoes and purses,['normal'],normal
1178208869706850305_twitter,1178208869706850305_twitter,it always the faggots that have a lot to say but will not do nun 🤡,"['hatespeech', 'offensive']",hatespeech
1084156205352841216_twitter,1084156205352841216_twitter,throw a banana peel at that nigger,"['hatespeech', 'offensive']",hatespeech
13340926_gab,13340926_gab,jews and arabs will destroy america,"['hatespeech', 'offensive']",hatespeech
27716817_gab,27716817_gab,wait are u telling us that unwanted zhid cruz from fl was nazi pedo rabi should teach this yid nazi a right way he should prepared oven,"['hatespeech', 'normal']",hatespeech
22877517_gab,22877517_gab,islam see to be only doing aweful things no wonder we do not want to do with that even a few good peeps are among them i doubt the ideoligy of the islam is good for peeps more bad for humans,['offensive'],offensive
27078787_gab,27078787_gab,lmfao are you actually this goofy i get the feeling you are either a nigger or a female i am going to have to throw in a noogie,['hatespeech'],hatespeech
1264476527552389123_twitter,1264476527552389123_twitter,<user> eid is only for muslim u idiot shut the fuck up with ur exmuslim,['offensive'],offensive
1259240186484908033_twitter,1259240186484908033_twitter,<user> <user> you are comply ignorant and love to play the victim just like a neo nazi really,"['normal', 'offensive']",normal
1927923_gab,1927923_gab,cant wait to form a rightwingdeathsquad ™ with a few mates and lynch some obnoxious sheboons this black friday,['hatespeech'],hatespeech
1257524237977260032_twitter,1257524237977260032_twitter,<user> it make poor ghetto trailer park people feel better,['offensive'],offensive
17057680_gab,17057680_gab,i did not see the choice of beaners pretending to be republicans,"['hatespeech', 'offensive']",hatespeech
6604394_gab,6604394_gab,glad to finally be on the gab going to make this place gay in the best way,"['normal', 'offensive']",offensive
5264487_gab,5264487_gab,liberals want women raped at the hands of 3 rd world refugees who carry unheard of diseases these muslim refugees will enslave your beautiful daughters and when you are crying about it the liberals will scream you are racist liberals will destroy your lives and laugh at your child demise,"['hatespeech', 'offensive']",hatespeech
1219808710286905344_twitter,1219808710286905344_twitter,doing the moonwalk is the only way to look cool while wiping dog crap off your shoes frankiana 4 minimissuhurado,['normal'],normal
3411379_gab,3411379_gab,in the last week alone the obama administration blocked future oil and gas leases in swaths of the arctic and atlantic oceans granted a record number of pardons and commutations for a single day and scrapped a dormant registry for male immigrants from a list of largely muslim countries,['normal'],normal
24282917_gab,24282917_gab,twenty men translation shitskin invaders,['hatespeech'],hatespeech
1089988481542180864_twitter,1089988481542180864_twitter,<user> i will show you the crimes of jews for being kicked out of <number> countries after work,"['hatespeech', 'offensive']",hatespeech
1106440160827375616_twitter,1106440160827375616_twitter,how many muslims you will kill we believe in real after life justicefornewzealandmuslims,"['hatespeech', 'offensive']",offensive
1178822884950708224_twitter,1178822884950708224_twitter,a nigga that works hard to get his bag needs a girl that has a vision not a girl that likes to smoke and party,['normal'],normal
1087070600697446401_twitter,1087070600697446401_twitter,eat a taco or somthing and stfu and be happy hoes,"['normal', 'offensive']",offensive
24410645_gab,24410645_gab,show class you stupid tornado bait trailer trash descendant of ghetto lice bait saved from his people crimes by said trailer trash,"['hatespeech', 'offensive']",offensive
1171472139720937475_twitter,1171472139720937475_twitter,<user> club diego tho stripper poles stripper hoes,['normal'],normal
22614786_gab,22614786_gab,a ukip councillor has claimed that the legalisation of gay marriage caused the recent floods erm the country flooded with water not spunk,"['normal', 'offensive']",normal
1179098202282369024_twitter,1179098202282369024_twitter,yes i live in texas and no i am not a damn redneck,['normal'],normal
1177463940185374720_twitter,1177463940185374720_twitter,also wtf did rosho sing abt violence in school and him not rly giving a damn about it lmao wtf drop,['normal'],normal
12711793_gab,12711793_gab,dear white america we gave them the vote we gave them equality we gave them our cities we gave them ebt housing affirmative action we gave them stardom multi million dollar salaries guess what they still hate you they will always hate you stop apologizing white man fight back,"['normal', 'offensive']",offensive
1178515162002857986_twitter,1178515162002857986_twitter,<user> <user> <user> jews assisted the nazis slaves assisted slave masters mexicans assist the white people treating them like animals,"['hatespeech', 'normal']",normal
1179040011150381057_twitter,1179040011150381057_twitter,this white ass man came in with a tattoo on his shoulder that says stop frontin nigga what the fuck is goin on,['normal'],normal
1194283877034016768_twitter,1194283877034016768_twitter,where the gay girls at,"['normal', 'offensive']",normal
9212803_gab,9212803_gab,i do not think founding fathers meant islam or budhism,"['hatespeech', 'offensive']",offensive
1197226143549546496_twitter,1197226143549546496_twitter,<number> i ’ m coming for u hoe,"['normal', 'offensive']",offensive
23182757_gab,23182757_gab,ricky vaughn avatar is a of a guy who banged pornstars who did <number> nigger deep gang bangs and sucked a dude cock in the 8 0 and got hiv sums up ricky vaughn pretty well,"['hatespeech', 'normal']",hatespeech
26224458_gab,26224458_gab,mgtow reeks of kike subversion if you subscribe to that idea you are playing into their hand you are rejecting natural law and giving up on the biological goal of your existence you are giving up on your race and nation sort your life out or swallow a shotgun blast,['hatespeech'],hatespeech
5997423_gab,5997423_gab,walking along the road i realised how dirty pakis are <number> of them spitting on the floor dirty bastards i thought and i bet their husbands are just as bad,"['hatespeech', 'normal']",hatespeech
1178694039287291906_twitter,1178694039287291906_twitter,<user> i wonder if a white person called tatum a nigger to his face would be just sit there and smile and nod,['normal'],normal
1266939334772523009_twitter,1266939334772523009_twitter,<user> tonight i ate kike <time>,['hatespeech'],hatespeech
17654836_gab,17654836_gab,a code word for the white genocide also,"['hatespeech', 'offensive']",offensive
19202856_gab,19202856_gab,no i am saying slags who chase after black men especially drug dealing illegal immigrants should not be surprised when it does not work out well for them,"['hatespeech', 'offensive']",hatespeech
1177947891702403072_twitter,1177947891702403072_twitter,<user> racist cops only exist in the us look at them beating up those poor people of colour who dindu nuffin they were just trying to get to chik fil a before the sandwiches sold out,"['hatespeech', 'normal']",normal
1142991464965627904_twitter,1142991464965627904_twitter,some of you all on here are hoes stop it,['offensive'],offensive
1225172538453643270_twitter,1225172538453643270_twitter,i asked my non muslim friend to pick a hijab color that goes w my outfit amp she goes “ do they make clear heejabs so we can see ur hair ” i,"['normal', 'offensive']",offensive
1162735199513456640_twitter,1162735199513456640_twitter,sidra bfd slap urself u smelly bitch what the fuc bro why u likin my boyfriends picture for on instagram inni,"['normal', 'offensive']",offensive
2458854_gab,2458854_gab,all white people can do is impotently whine when their children are getting raped by the muslim conquerors they deserve rape and murder weaklings die out,"['hatespeech', 'normal', 'offensive']",normal
1261415275934539776_twitter,1261415275934539776_twitter,<user> niggas in london forget they just children of islander immigrants just like toronto niggas lmfao,"['hatespeech', 'offensive']",hatespeech
1083152038647730176_twitter,1083152038647730176_twitter,<user> he is not supporting a holocaust denier ffs he is supporting free speech,['normal'],normal
1111024270841397248_twitter,1111024270841397248_twitter,<user> that court little af i played my nigga jamal on that court was cramming all over scraped him mind you i ’ m short my nigga,"['hatespeech', 'normal', 'offensive']",offensive
12500982_gab,12500982_gab,unless mudshark no whites act that entitled,"['hatespeech', 'offensive']",hatespeech
20871753_gab,20871753_gab,i have <number> arguments about why white south africans should be welcomed as immigrants these are not the prime motivators for me but i think they are both cogent and presentable to the racially unaware,"['normal', 'offensive']",normal
12631223_gab,12631223_gab,this loser can hate america on twitter and i get suspended for calling lebron james what he is ghetto trash,"['hatespeech', 'offensive']",offensive
1178034657243418624_twitter,1178034657243418624_twitter,at st marys and they hookin me up fa free fuck all the faggots who try to put me down because they do not understand real pain and struggles nick orzel,['hatespeech'],hatespeech
1179007069015248896_twitter,1179007069015248896_twitter,and added things to eill of grandpatents william scott and princess lucy johns taku river tlingit thunderbird from atlin and was in wiliams lake they took witness protection plan and dave added if i were a sex offender the property eould go to kids he raped and inplanted my aunt,['normal'],normal
1123298276558532608_twitter,1123298276558532608_twitter,we have a retarded ape in the oval office,['offensive'],offensive
15466310_gab,15466310_gab,🤔 🤔 🤔 🤔 mmm yes the trebuchet memes are much nicer than catapult memes top shelf quality too good for attacking turks and arabs too,"['hatespeech', 'offensive']",hatespeech
8693793_gab,8693793_gab,according to shia islam the devil makes you gay if you are not a shia someone get the vp on the line and let see how many volts it going to take to shock the gay out of all of those goatfuckers,['hatespeech'],hatespeech
1179048955025346562_twitter,1179048955025346562_twitter,all those illegal bangladeshi muslim immigrants tweeting from fake hindu bengali account with the trend go back amit shah your time is up no matter how much your mumtaz begum tries to save you you guys are going to get kicked out start counting your days,"['hatespeech', 'offensive']",hatespeech
10354370_gab,10354370_gab,everyone deserves to have their own ethnostate i think jews are crazy for wanting it in the middle of savage muzzies but whatever floats your boat,"['hatespeech', 'offensive']",hatespeech
14538867_gab,14538867_gab,teaching men not to rape is a meme that pisses me off and it has some women so scared of men they think they are going to be gang raped at any moment at any place,['offensive'],offensive
27970724_gab,27970724_gab,would not it be funny if it was a wetback run place that denied the nigtranny fried chicken in harlem it would be racist fan fiction come true if it was trump could gaslight shitlibs into covering the story to break the coalition of the fringes <user>,['hatespeech'],hatespeech
27382405_gab,27382405_gab,muslimes say trust us not,"['hatespeech', 'offensive']",offensive
1179031798233403393_twitter,1179031798233403393_twitter,<user> <user> <user> government forced pregnancies on <number> year old raped girls is what christian sharia law looks like in america old white men dictating women health issues and reproductive rights do better america,"['normal', 'offensive']",normal
1252895502712090624_twitter,1252895502712090624_twitter,<user> popsmoke was a muslim brother using his song is accumulating him sins in his grave,"['normal', 'offensive']",normal
13279887_gab,13279887_gab,hollywood is out of ideas and is now running out of money so the jews are cannibalizing each other and weinstein is the first victim that my theory anyway,"['hatespeech', 'offensive']",offensive
1187498969557094406_twitter,1187498969557094406_twitter,gays if your hag is dating a homophobic man then yes the rumors are true your hag is homophobic too,['offensive'],offensive
1178681126476496896_twitter,1178681126476496896_twitter,<user> why eat hot pockets when you can eat ass preferably nigger ass 👍,"['hatespeech', 'normal']",normal
21854608_gab,21854608_gab,niggaz was fat in the good old days and they usually died of heartattacks by fitty from crack cocaine and chasing white women dat nigger found jesus and a guru,"['hatespeech', 'offensive']",hatespeech
10010219_gab,10010219_gab,sugar grove that out <number> sugar grove is nice but there are some real hillbillies back there i mean coon skin capped only has one set of clothes so one day wash clothes they have to be naked type of hillbilly,['offensive'],offensive
1178398958030209024_twitter,1178398958030209024_twitter,in my arms by alex g is a faggot anthem,"['hatespeech', 'normal']",hatespeech
21527223_gab,21527223_gab,part i the <number> murder trial of oj simpson and his subsequent not guilty verdict was hugely symbolic for many reasons <number> it symbolized the browning of california a place once known for its beauty splendor and prosperity now a hotbed of clash violence and negrofication,['hatespeech'],hatespeech
1179045266281783297_twitter,1179045266281783297_twitter,customer can you help me find a foundation for my skin type me yes of course i do not wear foundation anymore myself bu c can you get me someone who knows what they are talking about bitch i have tried half the foundations in this store i just do not wear foundation,['normal'],normal
10891685_gab,10891685_gab,if you can get dindus to force tim wise to live in the hood and then they really teach him about ghetto life and we can see what chimps due to their handlers that would be great,['offensive'],offensive
1178472855966756864_twitter,1178472855966756864_twitter,faggots in my mcdonalds parking lot,"['normal', 'offensive']",offensive
1117185669871349764_twitter,1117185669871349764_twitter,<user> supporting terrorists wont get you anywhere so stop playing victim muzzie game,"['hatespeech', 'normal']",hatespeech
13126780_gab,13126780_gab,lmao he wasted 2 5 0 k on travel for a cheap political stunt but funny you all bitch about 1 a to protect urself from the military govt and police you all fradidently say u love hypocrites,"['normal', 'offensive']",normal
25617308_gab,25617308_gab,two liberal dykes morph their boy into a girl this is exactly the first group of people who will be exterminated under sharia law super funny has liberals love minorities and muslims,['hatespeech'],hatespeech
22636944_gab,22636944_gab,oh look another occult remote viewing nazi with a crystal ball who believes he sees all knows all 🔮 please report back to your room for your thorazine treatment 🚫 muted 🙊,"['normal', 'offensive']",offensive
1179065785030975488_twitter,1179065785030975488_twitter,<user> only those who could conceivably kill all white men are allowed to say they want to,['normal'],normal
1187989405342076931_twitter,1187989405342076931_twitter,stunting on all yall hoes that was flexing on me,"['normal', 'offensive']",normal
9803786_gab,9803786_gab,sadly it may be true i am just not around them to notice normal women are the one i know i am grateful,['normal'],normal
1121004436887875586_twitter,1121004436887875586_twitter,<user> there all full of shit who ever believes them are truly retarded,['offensive'],offensive
1259224678385750017_twitter,1259224678385750017_twitter,<user> <user> south africa is dealing with <number> pandemic covid <number> and illegal immigrants,"['hatespeech', 'normal']",normal
5219517_gab,5219517_gab,looks like this fat fuck muzzie has not missed too many meals probably on the us tax payers dime these inbred muscum are the ugliest people in the world,['hatespeech'],hatespeech
19106937_gab,19106937_gab,money is not everything but when i was a broke ghetto guy i traded my manhood to make vagina hand gestures and have gay sex for my fame and fortune,['offensive'],offensive
1215629083964583936_twitter,1215629083964583936_twitter,<user> christian or muslim your heart and love towards humanity is what makes you a good christian and a good muslim,['normal'],normal
24968577_gab,24968577_gab,both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,['hatespeech'],hatespeech
18980906_gab,18980906_gab,imagine the chinese considering how to deal with ghettofabulous nigger dumpster america circa <number> run by president beyonce with <number> nuclear weapons,"['hatespeech', 'offensive']",offensive
27442358_gab,27442358_gab,your a dull cat face dull bitch says the talking ape,"['hatespeech', 'normal', 'offensive']",normal
27429634_gab,27429634_gab,it is my history and my english do you know your nigger history,['hatespeech'],hatespeech
1087133473318551555_twitter,1087133473318551555_twitter,<user> it ’ just the zoning that ’ retarded,['offensive'],offensive
15716977_gab,15716977_gab,bump dis nigger,"['hatespeech', 'offensive']",hatespeech
21641038_gab,21641038_gab,if saccone loses some republican woman in greensburg pa is gonna get on top of a car tonight and scream let burn this bitch down while hundreds or republican voters smash windows steal cigarettes and light retirement homes on fire oh wait white people do not do that,"['hatespeech', 'normal', 'offensive']",offensive
1107323942627434496_twitter,1107323942627434496_twitter,imo capital punishment doesnt need to cost taxpayers anything i ’ ll kill nazis for free hand me a gun,"['hatespeech', 'normal']",normal
5470392_gab,5470392_gab,i invite son of bitch mole to hop in the helicopter one way trip to hell god bless 🇵 🇭 🚁 🇵 🇭,['offensive'],offensive
1106221666949042181_twitter,1106221666949042181_twitter,can not trust them hoes that talk too much,"['normal', 'offensive']",offensive
12737648_gab,12737648_gab,anything they say is a lie nigger just means black only blax use it becasue whites do not give a fuck about blax they just like controlling whites,['hatespeech'],hatespeech
1179035794608197632_twitter,1179035794608197632_twitter,on top of that you can just read the replies and see people want a reason to disrespect blacks because a person made a comment on how you speak which is a fact every race has a certain characteristic in the way they talk which relates to their race,['normal'],normal
15372556_gab,15372556_gab,<user> you are a source of racism sexism and bigotry you get offended by stupid words but you say nothing when muslims rape women and children fucking hypocrites you are cancer return to your safe space on twitter,"['hatespeech', 'offensive']",offensive
24198611_gab,24198611_gab,lol that resourceful <laugh> not condoning their violence obviously but it almost charmingly ghetto with its limited basic materials like what a super edgy teen would make,['normal'],normal
13608489_gab,13608489_gab,i do not know how to leave eastern canada im sick of the muslimes here,"['hatespeech', 'normal']",hatespeech
25051192_gab,25051192_gab,i wreck every argument you make so you call me dumb lol ok kike,['hatespeech'],hatespeech
27988201_gab,27988201_gab,what about whitewater what about her sending goons to intimidate bill sexual harassment victims what about her defense of bill even though he has raped women ​,"['normal', 'offensive']",offensive
23107237_gab,23107237_gab,there are blacks i do not believe should have been killed but king was a nigger and a communist who d nights before his melon got popped been abusing white women forced into sex slavery,"['hatespeech', 'offensive']",hatespeech
17497636_gab,17497636_gab,i am not a sand nigger just a regular nigger get it right bitch,"['hatespeech', 'offensive']",hatespeech
1177408103282688001_twitter,1177408103282688001_twitter,<user> how can rbi put such limits this has to change and make culprits pay for it must stop harassment of depositors,['normal'],normal
25346126_gab,25346126_gab,if that silver is not an ovenable rat faced kike i do not know what is,['hatespeech'],hatespeech
1178995767349919744_twitter,1178995767349919744_twitter,fun fact on average nearly <number> people per minute are physically abused by an intimate partner in the united states during one year this equates to more than <number> million women and men domestic violence awareness month,['normal'],normal
22166095_gab,22166095_gab,most criminals in france are moslem or from some shit hole in africa so,"['hatespeech', 'offensive']",hatespeech
15208876_gab,15208876_gab,i can not stand listening to basic boomers talk politics they only care about what benefits themselves they hold no beliefs or values they have no principles to stand by they would vote away your rights and use state violence against you if it meant keeping their social security,['offensive'],offensive
27898703_gab,27898703_gab,the only good muzzie is a dead muzzie make them all good muzzies mohammed was a dicksucking pedophile and a piece of shit just like every raghead,['hatespeech'],hatespeech
1178191545511661569_twitter,1178191545511661569_twitter,<user> <user> hot when the white sluts obey the black and serve them,"['hatespeech', 'offensive']",hatespeech
15841663_gab,15841663_gab,us not demanding concessions from israel for j lm recognition ambassador nikki haley says trump admin not seeking concessions from israel after recognition of jerusalem this was our decision israel has conceded enough about time the arabs actually showed some good faith unfucking likely,"['normal', 'offensive']",offensive
24221461_gab,24221461_gab,not surprised the shiksa bitch is a yid,"['hatespeech', 'offensive']",hatespeech
3972671_gab,3972671_gab,<user> nobel peace laureate fighting wars in <number> countries bestows medal of freedom on crazy uncle choo choo before give finger to cuban refugees and then he airdropped <number> billion in cash to iranian mullahs while stage diving into a mob of weeping celebs for his going away toungue bath,"['normal', 'offensive']",offensive
1121994389100699648_twitter,1121994389100699648_twitter,these niggas fake quick to break they will bend on a nigga,['normal'],normal
1178921953161355266_twitter,1178921953161355266_twitter,muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect,"['hatespeech', 'normal']",normal
1697518_gab,1697518_gab,trump truly has crushed their narrative control with an iron fist this election was devastating for rachel maddow bull dyke media types we did it fam maga gabfam presidenttrump,"['normal', 'offensive']",offensive
1143651107379408897_twitter,1143651107379408897_twitter,g a grown man tying his shoes bunny ears is leaning me,['normal'],normal
3483203_gab,3483203_gab,obamanicknames <number> <number> dollar muslim pimp a hole musloid a token to make stupid white people feel less guilty a tr <user> gay husband americahaterinchief america hating globalist elitist piece of trash arrogant pompous narcissistic thug attention hound b hussein blunder barack arafat,"['hatespeech', 'normal']",hatespeech
6156507_gab,6156507_gab,new followers uhm hi look if you hate liberals lgbt muslim people jewish people millennials or whatever then kindly fuck off i suppose i cant make you but you are gonna want to unfollow anyway after i start posting if not then yo have a nice day i guess,"['normal', 'offensive']",normal
1079097212024410118_twitter,1079097212024410118_twitter,when people have never had one real conversation with you but yet find <number> things to hate you about 🙄,['normal'],normal
15972746_gab,15972746_gab,police are reporting they are on the look out for moslem convert terror suspect al samel haeed,"['normal', 'offensive']",normal
1092318023145476098_twitter,1092318023145476098_twitter,the team of gillberg and adam rose defeats bray wyatt via the phoenix splash in a mud bath at the royal rumble,['normal'],normal
1122495679719297030_twitter,1122495679719297030_twitter,<user> it was the gayest and hottest thing i ’ ve ever seen istg,"['normal', 'offensive']",offensive
1178494192055664640_twitter,1178494192055664640_twitter,<user> i am gonna guess he dindu nuffin,['hatespeech'],hatespeech
1179069373472018432_twitter,1179069373472018432_twitter,first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol,['normal'],normal
1113385345582759936_twitter,1113385345582759936_twitter,good morning everyone except illegal aliens and avocados 😂,"['hatespeech', 'offensive']",offensive
1178975298320306177_twitter,1178975298320306177_twitter,<user> oh nahh 🤦 🏽 ‍ ♂️ see fuxkin with them white people will have u out here doin new shit,['normal'],normal
1085130085009711104_twitter,1085130085009711104_twitter,excited for dam with bitches,['normal'],normal
23077184_gab,23077184_gab,all these people say they do not like violence unthinkable keep it legal they sure like this woman shooting up youtube do not they violence is commitment everyone respects it,"['normal', 'offensive']",normal
14835583_gab,14835583_gab,that nigger went out for a pack of smokes and a drink about a year ago,['hatespeech'],hatespeech
1168961056028405760_twitter,1168961056028405760_twitter,<user> <user> and the government is supposed to protect from nazis,['normal'],normal
1081260684380463106_twitter,1081260684380463106_twitter,i got a game theory matpat is a fucking dumbass,"['normal', 'offensive']",offensive
15315695_gab,15315695_gab,u would have to be retarded to vote jared and i love jared,"['normal', 'offensive']",offensive
27357310_gab,27357310_gab,oh that bitch needs to be cornered by a pack of sand niggers made air tight and then have her throat slit it could have been a bus that killed her after all,"['hatespeech', 'offensive']",hatespeech
15870686_gab,15870686_gab,ricky is a kike named art tavana so do not waste your breath bro,"['hatespeech', 'normal']",hatespeech
20610091_gab,20610091_gab,certainly nobody could argue that youtube is censoring content creators users are still entirely free to express any measage so long as it does not contain calls for violence pornography harassment or icky un pc opinions,['normal'],normal
1125728703743324160_twitter,1125728703743324160_twitter,<user> i like u becoz u r a beautiful girl muslimah ⚘ ⚘ ⚘,['normal'],normal
1145043360438214657_twitter,1145043360438214657_twitter,<user> they did nazi that coming,"['normal', 'offensive']",offensive
1178941972830023680_twitter,1178941972830023680_twitter,<user> <user> its because of the likes of majid memon the muslims are increasingly getting brainwashed with false narratives,"['hatespeech', 'normal', 'offensive']",normal
1178810388332388353_twitter,1178810388332388353_twitter,at least you got the candy on stage oh no you did not <user> is a fucking savage,['normal'],normal
4771074_gab,4771074_gab,someone please tell the mayor of berkeley that calling speech you hate hate speech does not give you the right to circumvent the first amendment let alone justify you abusing your authority and permitting violence against anyone or anyone property miloriots no i am still not over it,"['normal', 'offensive']",normal
7776491_gab,7776491_gab,kidd is a formal name for a baby goat and nsfmw means not safe for muslim work,"['hatespeech', 'offensive']",offensive
21000139_gab,21000139_gab,go take you medication faggot boy you sound like you belong on twatter who the fuck cares who follows who you fucking retard what are you <number> years old,"['hatespeech', 'offensive']",hatespeech
19978395_gab,19978395_gab,private vs low i q sand nigger jews who whites stupidly through their sandnigger religion christianity control their pagan white countries nice work christ cucks jews now cuck your pagan white countries,['hatespeech'],hatespeech
20121173_gab,20121173_gab,<user> when are we going coon bashing,['hatespeech'],hatespeech
7757039_gab,7757039_gab,dear sir the jews are bussing the muslims to the west without their planning operating this operation there was no muslim invation,"['hatespeech', 'offensive']",offensive
1184433608599232512_twitter,1184433608599232512_twitter,<user> why does she sound like she speaking ghetto,"['hatespeech', 'offensive']",offensive
1179073895548309505_twitter,1179073895548309505_twitter,lil nigga do not jump in that water cause this shit deep,['normal'],normal
8052147_gab,8052147_gab,looks like lee rigby beheading must have happened on a moslem holy day since they carried out the manchester attack on it anniversary i see a market for t shirts that say wearer carries bacon bits to send moslems to hell do not blow near me,['hatespeech'],hatespeech
1166827421833793538_twitter,1166827421833793538_twitter,<user> hahaha arabs are weird but i fell sorry for them they are blind of hate because they got no god that teach them love,"['hatespeech', 'offensive']",offensive
17317750_gab,17317750_gab,the rhodesian ridgeback because if whites are lead by the moderate civic nationalist libertarian right alt zionist not all jews based nigger policies of the alt right instead of national socialism we will end up the same way rhodesia did zimbabwe,"['hatespeech', 'normal']",hatespeech
1179095915111550981_twitter,1179095915111550981_twitter,you kno i love a slut,['normal'],normal
14158635_gab,14158635_gab,here how we solve the problem of flirting sexual harassment remove women from the workplace and education restore the traditional family done,"['normal', 'offensive']",normal
23996546_gab,23996546_gab,attention women of all genders,"['normal', 'offensive']",normal
18933777_gab,18933777_gab,he was a jew doing a jews job getting whites to kill each other,"['hatespeech', 'normal', 'offensive']",hatespeech
1173341490682179585_twitter,1173341490682179585_twitter,god i fucking hate allergies,"['normal', 'offensive']",normal
19264885_gab,19264885_gab,antifa faggots love nigger ball,"['hatespeech', 'offensive']",offensive
1178452237628010496_twitter,1178452237628010496_twitter,the judge triple white and he hate your blackness slam the gavel with a racist passion,['normal'],normal
22107549_gab,22107549_gab,everything about islam is satanic and disgusting they must be dissolved from the planet you knew i was a snake when you first let me in they must be destroyed entirely,['hatespeech'],hatespeech
1179086941037453314_twitter,1179086941037453314_twitter,i wanna start twitter beef with a white christian mom,['normal'],normal
1185885487917088768_twitter,1185885487917088768_twitter,in spoons three fishes table <number> dm for orders spoons slave fin sub spoons bitch findom spoons sub,['normal'],normal
1178821319288336384_twitter,1178821319288336384_twitter,are you tired of jerking off to porn and hentai and not getting any pussy prostitutes exist bitch there no excuse you are just a faggot that wants everything easy what more easy than a prostitute,['offensive'],offensive
15448544_gab,15448544_gab,i do not want to hear about systemic racism and power privilege from asians and kikes since they are statistically wealthier than us shut the fuck up,"['hatespeech', 'offensive']",hatespeech
1182143665415884800_twitter,1182143665415884800_twitter,<user> ooh ight fuck dat bitch 😭,['offensive'],offensive
7092263_gab,7092263_gab,that dude was such a punch able kike too pure cancer,['hatespeech'],hatespeech
1179076712824557574_twitter,1179076712824557574_twitter,<user> <user> <user> <user> abortion is not only for when the couple was irresponsible the couple can use condom and still get pregnant but there also cases where females get raped and she does not want to have the baby due trauma but okay i guess,['normal'],normal
